artist_id,primary_genre,supergenre,artist_image,artist_name,artist_popularity
02Bl8I5jXlMRfDSL5swBOm,Rock,Rock,https://i.scdn.co/image/ab6761610000e5eb1f410dae774ba4d8f3d99f94,Fever the Ghost,37
02CDSrcHflWRx5Wj7RMoB3,lovers rock,Reggae/Caribbean,https://i.scdn.co/image/ab6761610000e5eb3f37f9ae84b30eece61d82e8,Susan Cadogan,36
02H68OmCeljWgjoVQVOB1v,dark ambient,Ambient & Experimental Electronic,https://i.scdn.co/image/b353a6788160b628c0d7e5829fa688aa43044e43,Thomas Köner,25
02J5vpDqDrV65DkquuPJSX,celtic,Folk/Acoustic,https://i.scdn.co/image/ea79df45114d8fab833476ea2172a94e369405b4,Boys Of The Lough,17
02LHcfPkBLgQKq8ElwtoSC,space rock,Rock,https://i.scdn.co/image/cd320dde818af2af1e7d6eeba7f5b83a67cd92af,MV & EE,4
02NfyD6AlLA12crYzw5YcR,funk rock,Rock,https://i.scdn.co/image/ab6761610000e5eb6181668c9b31f2505039ba33,Jane's Addiction,57
02TVzdrw3UJqIBTo2Rp2sR,Rock,Rock,https://i.scdn.co/image/ab6761610000e5eb3ef0b2ea405ae216a606ea3d,Le Mans,20
02YLJJnWC7YQVixkjEBRn7,Pop,Pop,https://i.scdn.co/image/ab6761610000e5eb471e47818223e2beca75e7c7,Billie Marten,60
02ZCVD3nqfqNId8lvpvCBb,liquid funk,Bass Music,https://i.scdn.co/image/ab6761610000e5ebd4bdf79d16cbe52cec4fac55,BOP,38
02fDf7HEPtBZLtPzCyxSR2,idm,Ambient & Experimental Electronic,https://i.scdn.co/image/ab6761610000e5ebe456c0e91da965f7bfb90b60,Lanark Artefax,20
02oIHbncHAfemEuQnIIzls,breakbeat,Garage & Breaks,https://i.scdn.co/image/ab6761610000e5eb9bd822db7d6dfbcd2e787435,Jai Dee,1
02uYdhMhCgdB49hZlYRm9o,stoner rock,Rock,https://i.scdn.co/image/ab6772690000c46cb527d08497ff51fbbd3b0e0b,Eagles Of Death Metal,54
02zKoKfNVxQkU6Au4itp0f,bluegrass,Country/Americana,https://i.scdn.co/image/ab6761610000e5eb3a43258cd947a27c00e3a871,Meredith Moon,22
02zMQvIvPXbVOLDdFqbFUn,french house,House & EDM,https://i.scdn.co/image/ab67616d0000b27363f70bdd1cc4257c79fa4e46,Les Rythmes Digitales,29
039zhJoEkboZ8Ii6K40Fb6,grime,Bass Music,https://i.scdn.co/image/ab6761610000e5ebb13d5b6d8f939a1bef382f2e,Avelino,48
03G0pJHLHj7FRuCV5OYzpv,art pop,Pop,https://i.scdn.co/image/ab6761610000e5eb3f76f9a2e3f27e152dea5f51,The Fiery Furnaces,27
03GwqabFQElK6JBysfXNy0,Jazz,Jazz,,Richard M. Jone's Jazzmen,0
03HEHGJoLPdARs4nrtUidr,blues,Blues,https://i.scdn.co/image/ab6761610000e5eb75c5caf4f233ad074b0058da,Junior Kimbrough,41
03Yb3iBy9GCifXiATEFcit,mariachi,Latin,https://i.scdn.co/image/ab6761610000e5ebaadb3acb36716e052864dbde,Pepe Aguilar,73
03YhcM6fxypfwckPCQV8pQ,jazz,Jazz,https://i.scdn.co/image/e0fcfb2e4dbb9cb9c408ba7fad9bdd3526ef6ed8,Wes Montgomery,54
03cwCzIWQ8BRmXjGPDAL04,big band,Jazz,https://i.scdn.co/image/ab6772690000c46ca831714c23653ef40ed1b864,Cab Calloway,42
03fCnnnuTnIahIcmQ8NjM4,techno,Techno & Trance,https://i.scdn.co/image/ab6761610000e5eb081f790fe73f47474e778754,Arthur Robert,27
03gJYEgVLWXCnDWtpvV8TZ,ebm,Ambient & Experimental Electronic,https://i.scdn.co/image/ab67616d0000b273dfb102246b547ad27d564f40,Bogdan Dražić,0
03hlOXqRyyXO3ectp3eEbU,post-punk,Rock,https://i.scdn.co/image/ab6761610000e5ebef963de6335de48af9a4a10d,Iceage,33
03r4iKL2g2442PT9n2UKsx,rap rock,Rock,https://i.scdn.co/image/705bcd56dc5dbf9ebc578a3ba8094e6d622862c2,Beastie Boys,71
03tes5RhEvH2dX2eDeGnRn,techno,Techno & Trance,https://i.scdn.co/image/ab67616d0000b273200168b7e09a5fc58af484df,Age Of Love,52
040Bv6cZTRh30LyyYVXgJX,country rock,Country/Americana,https://i.scdn.co/image/28c13674fb1b67c41ce648ce04868075d2377274,Gene Clark,39
042RommHY5GnNre5fd77xv,electropop,Pop,https://i.scdn.co/image/ab6761610000e5eba10540cc8e495a0ea734a01f,Ping Pong Warrior,0
043WRXguGXwwwPHGnNz20i,native american music,Unlisted,https://i.scdn.co/image/ab67616d0000b273a6a0bfcd204eab89339d6469,Peter La Farge,11
0470FSE19wkoZe4R06GW9i,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb4d89aede524995320d8a4634,Jodie Harsh,40
04H4Esj5jxaThmH3mcL2Aa,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5ebb3ccd9641a95b6aa421e5c02,Tim Beeren,28
04JBJKfnSMPBvnH5Va7knE,,Unlisted,,Milt Campbell,15
04LIHk1SobiQwt2tlupoAV,soft rock,Rock,https://i.scdn.co/image/ab6761610000e5eb52965ac1a8fc217e568a2a71,Leo Sayer,62
04RtvnUz0XrUbUZzOA8ZoW,pop punk,Punk/Hardcore,https://i.scdn.co/image/ab6761610000e5eb86bc3dbfacb4a34317d47cd8,Sugarcult,55
04TCBTdI5BJzhOcvNsRyFK,nu jazz,Jazz,https://i.scdn.co/image/ab67616d0000b273c5c22b03a0c48ace65baced6,Wildflower,23
04XfL2RkXRmQa2KEyAM0RF,Blues,Blues,https://i.scdn.co/image/ab6761610000e5ebb153c97f63c05643a6ab6d7b,Alexander,2
04XggbrM51GcFPTxBYtRXT,art pop,Pop,https://i.scdn.co/image/ab6761610000e5eb927fc6434315284d758fa2cd,Rostam,48
04an0WtFSvVqQkGrgIxq1Y,synthwave,Pop,https://i.scdn.co/image/ab6761610000e5eb54b8b3e8c20f7c5fcaade7ee,Lost Years,36
04cRG6y8vsZNbbCqfoopz6,hard bop,Jazz,https://i.scdn.co/image/ab67616d0000b2733d938f2647effc2ec1a75389,Elmo Hope,22
04eUV5Ml7cff2sEJEwll6G,acid rock,Rock,https://i.scdn.co/image/ab67616d0000b273bb7e2fd123de5d453fc093c3,The Idle Race,25
04eXQN6Mb6qFCCjqQmFvHb,celtic,Folk/Acoustic,https://i.scdn.co/image/ab67616d0000b273f907596f7876f2cf75884b44,Dick Gaughan,33
04nWjOBHWrVkvyjK4PXRNy,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb9a105c78b0115419efbc3e8f,The Sweet Enoughs,36
04qIJRFjTmvW5I1DMyGE1R,blues,Blues,https://i.scdn.co/image/3faeffc5a1487a48fdaec1958f2df905f34264fb,Koko Taylor,43
04tBaW21jyUfeP5iqiKBVq,baroque pop,Pop,https://i.scdn.co/image/90b31afd8391b7a8339474fe36cdc570a5003ea2,Scott Walker,42
053q0ukIDRgzwTr4vNSwab,art pop,Pop,https://i.scdn.co/image/ab6761610000e5eb34771f759ca81a422f5f2b57,Grimes,70
0543y7yrvny4KymoaneT4W,classic rock,Rock,https://i.scdn.co/image/ab6761610000e5ebdf422233531e21eefeec9996,Peter Frampton,58
054VxUoJAoxf48TlGoWf75,dub techno,Techno & Trance,https://i.scdn.co/image/ab6761610000e5eb0e0dd6663f63744d090c4cbd,Fadi Mohem,30
057gc1fxmJ2vkctjQJ7Tal,Electronic,House & EDM,https://i.scdn.co/image/95afb7613d7ab1723ca2a7c952c56bf6143223d0,The Buggles,58
05E3NBxNMdnrPtxF9oraJm,jazz,Jazz,https://i.scdn.co/image/59f160b9b2e5803e766188270977f15af20f8bf1,Lester Young,54
05YVYeV4HxYp5rrWalvuE1,soul jazz,Jazz,https://i.scdn.co/image/40f39e48362c76c3c794a28466922e0f405d7b4a,"Grover Washington, Jr.",64
05eY3BZrosgFI2WMWpRoUs,acid house,House & EDM,https://i.scdn.co/image/ab67616d0000b273150df784564687962cdf5dd2,D'Marc Cantu,7
05fG473iIaoy82BF1aGhL8,nu metal,Metal,https://i.scdn.co/image/ab6761610000e5ebd0cdb283a7384a0edb665182,Slipknot,82
05kB8yh0Bbxj73qH63Ob3C,northern soul,R&B/Soul,https://i.scdn.co/image/ab67616d0000b273b41736773754754739a1887d,Helen Shapiro,40
05l58aTZztZhHZPKDpboWm,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb9ca7c95dea0f196b49fb3f99,Maria Arnal,37
05lIUgmmsmTX2N9dCKc8rC,idm,Ambient & Experimental Electronic,https://i.scdn.co/image/ab6761610000e5eb3ebb8ea43a322d23478a2b2e,Rival Consoles,49
05pAwLhsutiuj6gerEwGvU,classic country,Country/Americana,https://i.scdn.co/image/ab67616d0000b273b63dc75e1c598cbaebdace2d,Lefty Frizzell,41
05sIdEkXAYDbDDdv3T56Oj,doo-wop,R&B/Soul,https://i.scdn.co/image/9950a3f65344dc22650100948c875e40115c2d52,The Chiffons,49
05weQDgByFWsWwtEArFkXA,noise rock,Alternative/Indie,https://i.scdn.co/image/ab67616d0000b2730562c756f685ac704a7846cf,Scottibrains,6
063xkuRULzZu8fcoPR2rKR,hard bop,Jazz,https://i.scdn.co/image/ab67616d0000b273d94380c918abb94d55758650,Lou Donaldson,48
066X20Nz7iquqkkCW6Jxy6,alternative dance,House & EDM,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,LCD Soundsystem,64
066i2FQQZzagmCpd4AUBRi,Rock,Rock,https://i.scdn.co/image/ab6761610000e5ebc45a49dffbdf08ed6793a862,Pale Blue Eyes,35
069WBCVKf29W5A88rqq0HI,dub,Reggae/Caribbean,https://i.scdn.co/image/ab6761610000e5ebc85218aa5ae3aa800ff0aa35,Sumac Dub,43
06BsriLouCsm19PPRownfn,idm,Ambient & Experimental Electronic,https://i.scdn.co/image/ab6761610000e5eb0a457e9092bad5496d7e956e,Memotone,25
06HL4z0CvFAxyc27GXpf02,Pop,Pop,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Taylor Swift,100
06Nby0DKchdevZ349Vmsy8,Hip Hop,Hip Hop/Rap,https://i.scdn.co/image/ab67616d0000b2735fcc40fc425fa01541cce686,The Rubberbandits,37
06YQ6XwCdPUn8rAXV70gge,britpop,Rock,https://i.scdn.co/image/ab6761610000e5ebf0eae26b4a82c44597124112,Republica,45
06egMm0xwc1DYUaApCCKiH,singeli,World/Traditional,https://i.scdn.co/image/11764844d1f4c66e266661ea9dce3e64285c8036,Nkisi,6
06h5xeeCDip3usS3go9zjI,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb4fde6da2f485d19d46d74565,The Subs,36
06kZZb0f2O9zUfFrkI7rKg,dubstep,Bass Music,https://i.scdn.co/image/ab6761610000e5eb93cc38e14371f3af1731b5e5,Egoless,23
06kr5yNAM2rOf4DXemM8fl,easy listening,Pop,https://i.scdn.co/image/9287eed2acb001e30e18d7a8cd515e8f0d0a6277,Matt Monro,58
06nevPmNVfWUXyZkccahL8,vocal jazz,Jazz,https://i.scdn.co/image/ab6761610000e5eb05a870004c9b9358e1499ba7,Gregory Porter,60
06nsZ3qSOYZ2hPVIMcr1IN,blues,Blues,https://i.scdn.co/image/ab6761610000e5ebbe1b2ad861e0148a1540b107,J.J. Cale,63
06sdJwlggq0PKOe4LPZWCg,cold wave,Unlisted,https://i.scdn.co/image/ab6761610000e5eb400d35deb3406d59ac6e94cd,HTRK,35
06tPmk0aHzCFK0T96YzXnN,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb1e240813a607b6fa09857773,The Blow Monkeys,43
06wmOEVNWtAOfLxNVcnz0V,Rock,Rock,https://i.scdn.co/image/ab6761610000e5eb181d889f114d658af0a4ec93,Lionlimb,19
06xa1OLBsMQJFXcl2tQkH4,footwork,Bass Music,https://i.scdn.co/image/ab6761610000e5ebe312066b16d4d70a559ab0c2,Machinedrum,46
06yvjjrPokJGC66DzFfCkF,shoegaze,Alternative/Indie,https://i.scdn.co/image/ab6761610000e5ebbdbdba59581b03db9ec6d85c,Lovesliescrushing,33
0701Axu6yvUIoctaKMbDIZ,northern soul,R&B/Soul,https://i.scdn.co/image/ab6761610000e5eba0c337d5c9220e7a2107d4cc,Freda Payne,40
070RPr7Euzwf3yboA9Xp2U,Electronic,House & EDM,https://i.scdn.co/image/667d72f08f78aa2c31cfd346697d55a4d8ec1506,Bombay Dub Orchestra,33
073Ep3gcCHjJ3PnRB2nYDJ,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb9d128034f5cd68c04279a693,Blue Mondays,7
07AMonlLsjj4dHFU2pRjdZ,breakbeat,Garage & Breaks,https://i.scdn.co/image/ab6761610000e5eb7c09fe8f57f00aaf536bb67d,Pépe,23
07CimrZi5vs9iEao47TNQ4,drum and bass,Bass Music,https://i.scdn.co/image/ab6761610000e5eb7a9a29bdf06006aa3686c323,Flowdan,65
07PiZYrhllpSXtELkUxlrf,hardcore punk,Punk/Hardcore,https://i.scdn.co/image/f25787f1e1cf9bdd581a8af20324a2e0e72cd198,Minor Threat,53
07Q3kWZHIKgi3ChShbPio4,phonk,Hip Hop/Rap,https://i.scdn.co/image/ab6761610000e5ebb82111b0b80bab7d12f09973,DXNIK,42
07XSN3sPlIlB2L2XNcTwJw,glam rock,Rock,https://i.scdn.co/image/ab6761610000e5ebd8205a492a79bfe4b34c567a,KISS,75
07d5etnpjriczFBB8pxmRe,Funk / Soul,Funk/Disco,https://i.scdn.co/image/ab6761610000e5eb5c57299410c9b68fee2ed781,BJ The Chicago Kid,62
07dZirN9KFAGIHeBvSDfuO,neo-psychedelic,Rock,https://i.scdn.co/image/ab6761610000e5eb109df3e433473f24ded8b4aa,Night Beats,36
07eIrj0b3z5mgvtkDmWoxo,post-punk,Rock,https://i.scdn.co/image/ab6761610000e5ebd4032fea6506c67fdb7fcaae,Heavy Lungs,32
07lbidCU8ZwtNCUrmaO0QU,acid house,House & EDM,https://i.scdn.co/image/532156a01e17a5044468dc4921157dddcc457743,Bizarre Inc,38
07r9hKHNGyrS6OzZhFKmG1,traditional folk,Folk/Acoustic,https://i.scdn.co/image/ab67616d0000b27334bae3e54e32761a49171e73,Wade Ward,14
07tYu4BGrfeogBobCefkHI,soul jazz,Jazz,https://i.scdn.co/image/41a74abff9b3ebfa76216e7b4113e1adbd1ae8a1,Les McCann,37
07tmbQsiTfXekPkbovBERR,neo-psychedelic,Rock,https://i.scdn.co/image/ab6761610000e5eba2cdeda0ae131395cccb2cfa,Beachwood Sparks,30
07vC6cutbett8UknXnqxsu,neo-psychedelic,Rock,https://i.scdn.co/image/ab6761610000e5eb464894c6a03527e465d1d935,Ulrika Spacek,28
07yhT28qK3TutyRxpIfc5a,acid house,House & EDM,https://i.scdn.co/image/ab67616d0000b273c4ebdbd32388dedb89dfc8ba,Bam Bam,21
07zy0JRDBBP5FMNJQ9aRTv,Hip Hop,Hip Hop/Rap,https://i.scdn.co/image/ab67616d0000b273b42ced345a91ac4886a302c0,Blak Twang,20
080dCBWq5ulciKGB7jIFp5,,Unlisted,https://i.scdn.co/image/ab67616d0000b273a2c446d816488774444f4207,The Derelicks,0
08BQmH2M3Ew9XjMHaHsl1l,northern soul,R&B/Soul,https://i.scdn.co/image/ab67616d0000b2737d4287bed60bfc5f13d96644,Gloria Jones,38
08F3Y3SctIlsOEmKd6dnH8,folk rock,Folk/Acoustic,https://i.scdn.co/image/ab6761610000e5ebf11e1fa06726774b742528ee,Yusuf / Cat Stevens,72
08GQAI4eElDnROBrJRGE0X,classic rock,Rock,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8,Fleetwood Mac,87
08HIYCgQ3rlkWzNuKA4xoB,dub,Reggae/Caribbean,https://i.scdn.co/image/eaab30e4f44bfa5d6cd1bca88724dde82706456d,Bim Sherman,29
08Lo1LUP9sCEWm58t38SqP,surf rock,Rock,https://i.scdn.co/image/ab67616d0000b273f4b8f46cf83f115898d63a46,The Challengers,27
08Y6RNx87Eolrcq1aLM6ow,electrocumbia,House & EDM,https://i.scdn.co/image/ab6761610000e5eb14ccbe4cb55cc387695325ca,Meridian Brothers,36
08YvZ2qzFrDSITfHLbPKMP,trip hop,Ambient & Experimental Electronic,https://i.scdn.co/image/ab6761610000e5eb7212f5c9b495683f5a12dd20,Lamb,46
08Z0yhWGksNk3wceqlCeGE,breakbeat,Garage & Breaks,https://i.scdn.co/image/ab6761610000e5eb44f7fa6d53b7e9dec2b5e34b,Pangaea,32
08Zx5pufnilNAjm28CauiH,traditional folk,Folk/Acoustic,https://i.scdn.co/image/ab67616d0000b273e8ab306e2a7cadb1541f162a,The Limeliters,32
08ZyQ4ecPfFpweo8EvBRYb,power pop,Rock,,"Marshall Crenshaw & The Handsome, Ruthless and Stupid Band",8
08avsqaGIlK2x3i2Cu7rKH,Rock,Rock,https://i.scdn.co/image/a13eee07307adc70fe177f0fa73e935cb909afe6,Keith Richards,45
08b2PA6eFyugsWAk41eQKZ,Pop,Pop,https://i.scdn.co/image/bf28596cedb04fd25304c2bd335c7f91cebffcb0,Lesley Gore,61
08jywfUS0hp8XYlYs0cvz8,afro house,House & EDM,https://i.scdn.co/image/ab6761610000e5eb350efff32f3a579155fe40d2,Rampa,71
08mYbmfToa6QYre5uNZYJR,jungle,Bass Music,https://i.scdn.co/image/ab6761610000e5eb4af6c2014987432a472b158b,Wax Doctor,32
090VebphoycdEyH165iMqc,easy listening,Pop,https://i.scdn.co/image/ab6761610000e5ebde2373604d3f33221eda2e64,Shirley Bassey,54
099tLNCZZvtjC7myKD0mFp,east coast hip hop,Hip Hop/Rap,https://i.scdn.co/image/fd61510dc68309087e06154abf9b097a454e3ce1,Kool G Rap,49
099toTcKJoywTosZr2hHjy,anti-folk,Folk/Acoustic,https://i.scdn.co/image/ab6761610000e5ebc8b12cbdf3dad56897700d80,Langhorne Slim,51
09C0xjtosNAIXP36wTnWxd,rock and roll,Unlisted,https://i.scdn.co/image/ab6761610000e5eb5305958de2ad389172f3cd78,Fats Domino,55
09FKyu3X3nWAQDfidfHPyu,neoclassical,Classical/Orchestral,https://i.scdn.co/image/ab6761610000e5ebe452d010640cfcd906c900e2,Daniel Thorne,10
09K1H1DgyIXHsMx2j7KTFX,Rock,Rock,https://i.scdn.co/image/ab6761610000e5eb55ad344930217155ff4e15f5,Mystery Jets,43
09L3cUdx0hq6qn5bKuJJ4I,adult standards,Pop,https://i.scdn.co/image/b7d355997334ec3352bcbf03dabc903eec812a46,Herb Alpert & The Tijuana Brass,57
09NnhcnFy9QIWWG0bocK4k,Electronic,House & EDM,https://i.scdn.co/image/ab67616d0000b273584b5e79bd9d5ff239ddfd1a,Wafa,7
09S8AYFuaa9PQKSNsXxweW,dubstep,Bass Music,https://i.scdn.co/image/ab6761610000e5eb8068a6f913ec5d2aa3401a20,Pinch,25
09Wl9YiRr5l1rChWktQD4o,Rock,Rock,https://i.scdn.co/image/ab6761610000e5ebb3edddb148d96daa24ebe89b,NoSo,42
09hVIj6vWgoCDtT03h8ZCa,jazz rap,Hip Hop/Rap,https://i.scdn.co/image/ab6761610000e5eb774d73ae6796b6f437d89db9,A Tribe Called Quest,68
09uiV7tS73jX4EOO1HSQy2,ragtime,Jazz,https://i.scdn.co/image/ab67616d0000b273fc996d534b88110d84200046,Freddie Keppard's Jazz Cardinals,1
0A0yu52zNGKe2rtr9wHfkD,big beat,House & EDM,https://i.scdn.co/image/ab6761610000e5eb5d5fef4ad1607e6e5c2078fa,The All Seeing I,37
0A9p7WNA1VwxVyrjx92Z9F,vocal jazz,Jazz,https://i.scdn.co/image/ab6772690000c46ce2fa0f9b30951e063586ea1b,Abbey Lincoln,35
0ABk515kENDyATUdpCKVfW,boom bap,Hip Hop/Rap,https://i.scdn.co/image/ab6761610000e5eb10b517960f313575989c44c1,Westside Gunn,71
0AD4odMWVQ2wUSlgxOB5Rl,jazz fusion,Jazz,https://i.scdn.co/image/c54d3e62fa857b691de4e391b3cca35234462761,Jeff Beck,57
0AEVuiJFczDd4dkmZh2Kha,vaporwave,Ambient & Experimental Electronic,https://i.scdn.co/image/ab6761610000e5eb9f192ac4dd328fadc1c8d608,VAPERROR,37
0AEi1DK5ehyvkZzOUlqEVz,nu disco,Funk/Disco,https://i.scdn.co/image/ab6761610000e5eb0c1a6c1368b3619dd1baa9d0,Tiger & Woods,29
0AI2um3PpFgOj7Yzmk2Xu0,stoner rock,Rock,https://i.scdn.co/image/da1b9d956e1e3ffea7269d26d907e99a0168d7cf,Dead Meadow,35
0AIim12jO78DuyyUYbHfAe,,Unlisted,https://i.scdn.co/image/ab6761610000e5ebf6d1ab4b9a993e2c7af41637,Shire T,32
0ANGLcWo6kfFZH9k8HswZR,breakbeat,Garage & Breaks,https://i.scdn.co/image/ab67616d0000b273999a788554c15d81b636ee0d,Crackerz&Jam,7
0Aa4rSHm0camTjhAh3aBfk,footwork,Bass Music,https://i.scdn.co/image/ab6761610000e5eb1398a8381f49b3cc0fb7e0b3,Hiroki Yamamura,0
0Akz4zScvHzgDHt5lDByTT,future bass,Bass Music,https://i.scdn.co/image/ab6761610000e5eb2be9a9dfdb425c19da575dd3,S-Type,11
0Aq1EsnotQZVLP9Nu1TeNK,hardcore punk,Punk/Hardcore,https://i.scdn.co/image/ab67616d0000b273e72742cf170d0bd29fd30847,Articles Of Faith,17
0AuW7OCyKfFrsMbtHrYgIV,Hip Hop,Hip Hop/Rap,https://i.scdn.co/image/8a7bfc19ffcd5384221a81b3394c8b0c4959feaa,House Of Pain,63
0B5Qd9h24decEhscyxbsNI,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5eb6d2d00f5c745a085ec960d86,Klusters,0
0B8PsrzBwDT5sBAJq60HZg,Electronic,House & EDM,https://i.scdn.co/image/ab6761610000e5ebdb0cf63db27fb4906de81f2f,Jape,26
