artist_id,artist_name,artist_popularity,artist_image,primary_genre,supergenre
1HgL3m4Bd4pRBoG1UJqQ4u,N-Ter,5,https://i.scdn.co/image/ab67616d0000b27327d89f51342c9d7a7be62245,miami bass,Hip Hop/Rap
5cMgGlA1xGyeAB2ctYlRdZ,Gang Starr,65,https://i.scdn.co/image/ab6761610000e5eb85ee94998a936ef47231db39,east coast hip hop,Hip Hop/Rap
2fV23bDf2vC1f49t5j6wtW,Boris Gardiner,37,https://i.scdn.co/image/ab67616d0000b273a2e0e3ca32b57f7a9ccf103d,lovers rock,Reggae/Caribbean
0fSThWbCstAGqxZFUftX1F,Tara Clerkin Trio,24,https://i.scdn.co/image/ab6761610000e5eb160b80d0e0dae2cf01120552,Electronic,House & EDM
6gc6oo3u2f7SqTd4mhe81O,Ahmad Jamal,46,https://i.scdn.co/image/ab6761610000e5eb272e70fd5f5f4d76666a110f,jazz,Jazz
17rSwcIT9qu1OybU1lReJB,Ferrante & Teicher,34,https://i.scdn.co/image/965a500f73b304aee9c1eed182f80651eb4126df,exotica,Pop
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,73,https://i.scdn.co/image/ab6761610000e5ebf75e64532704bd6acf0b4e76,Funk / Soul,Funk/Disco
2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers,46,https://i.scdn.co/image/ab67616d0000b2734f60d2ae465344eacf531680,blues,Blues
4PNIQCDBeVCSSqKUhvkP8Y,Horace Silver Quintet,35,https://i.scdn.co/image/ab6761610000e5eb1959b2e2c23f3aca929bbf57,hard bop,Jazz
4tpUmLEVLCGFr93o8hFFIB,Blondie,73,https://i.scdn.co/image/ab6761610000e5eb67dc4da82c968767d994f3c3,Rock,Rock
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,92,https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb,Rock,Rock
1PXHzxRDiLnjqNrRn2Xbsa,Underworld,63,https://i.scdn.co/image/ab6761610000e5eb5cfa742c32b2f8c23f94cf7e,big beat,House & EDM
7ftZLBtMuNBXnnDFKbAblK,Hoku,47,https://i.scdn.co/image/ab6761610000e5ebf7dc7d86087648b99396d750,Electronic,House & EDM
5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,63,https://i.scdn.co/image/ab6761610000e5ebdcc3fe6af94c5c178a36d006,grunge,Rock
7CKkZZW3XtnPmqlwaElmoV,Juan Wauters,37,https://i.scdn.co/image/ab6761610000e5ebbd422b843b20925973e0dc75,latin indie,Unlisted
0RZewmdiKrFtejSJ3jfmGs,Uma,31,https://i.scdn.co/image/ab6761610000e5eb1ddad0464183952070414164,Electronic,House & EDM
47MgVGK1jiCgkj4jbjVqnx,Phil Berg,21,https://i.scdn.co/image/ab6761610000e5eb0d013f969c6876fd00ff326e,techno,Techno & Trance
3V4FPipSnuYjtHnnAw9cZd,Pere Ubu,30,https://i.scdn.co/image/ab6772690000c46c73a9e30e240c71d11d2a4671,post-punk,Rock
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,76,https://i.scdn.co/image/ab6761610000e5eb20b8c7d395994dc81a85f291,christmas,Jazz
4vRSocKbGh7PsQrYRDVMEF,Lindsay Lohan,51,https://i.scdn.co/image/ab6761610000e5ebaf2cbd8cdb93a9a6b14a190e,Electronic,House & EDM
0qv1thknD9ItYc1pzAnA2X,Oli Julian,32,https://i.scdn.co/image/ab6761610000e5eb670064d9dc044de62950e181,Stage & Screen,Soundtrack/Instrumental
1JcefSOP7bcWEluL0iEIaN,Helena Hauff,28,https://i.scdn.co/image/ab6761610000e5ebb61b03aef8e44727006ceb72,acid house,House & EDM
2ANtgfhQkKpsW6EYSDqldz,Gustav Mahler,60,https://i.scdn.co/image/269aaec4775a72c6574dc856fc1f3f4a84c3d023,classical,Classical/Orchestral
17gqhz2M1O1fSw1Uwmeqtv,The Effigies,18,https://i.scdn.co/image/ab6761610000e5eb18c08a5791ce1f148c414f8c,hardcore punk,Punk/Hardcore
3t4n7U2J418Hd2SQvGTk5E,Pitot & Chaminade,0,,Classical,Classical/Orchestral
1mNnxxnPfHQDOkFjnZmdkc,Patrice Rushen,62,https://i.scdn.co/image/ab6761610000e5eb71fda335e8846c853aa669d6,post-disco,Funk/Disco
2pVonF82aN2ttqFHsynVeW,Yoo Doo Right,22,https://i.scdn.co/image/ab6761610000e5eb8c0a733707b287e48d986d1c,krautrock,Alternative/Indie
67tocPg0kong7iBiBWQiFH,TEE MANGO,24,https://i.scdn.co/image/ab6761610000e5eb2fffbac03b38c2f3c9917b29,jazz house,House & EDM
2L00vHmYcwC9OlsEv6M5UO,Steve Hauschildt,35,https://i.scdn.co/image/ab6761610000e5ebe3b2ab82af6f124cf9de6a91,ambient,Ambient & Experimental Electronic
4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev,60,https://i.scdn.co/image/c3b40885e23fd20cfd503871f57172a640d107ea,classical,Classical/Orchestral
5Smb3KB29epOb92Btsxulb,isaac gracie,42,https://i.scdn.co/image/ab6761610000e5eb6f3b9a59f8e776b504cae20a,Rock,Rock
1CdShwwnkXvTy5avs5GGsK,Eck Robertson,12,https://i.scdn.co/image/ab67616d0000b2737d1d7e6a49dc205522f634ef,bluegrass,Country/Americana
2vhsb5RbUxNcyvV1wQWUIm,Strike Under,3,https://i.scdn.co/image/ab67616d0000b273f4de0188fe3b1df8af650f86,Rock,Rock
4PztbfCny3X9gBjlpgvjYo,Aaron Lee Tasjan,32,https://i.scdn.co/image/ab6761610000e5eb5f84761913bc7c005a1d46d0,americana,Country/Americana
5zyNXVd952fWOjkdGHCvPd,Béla Bartók,47,https://i.scdn.co/image/592ddf9d4d2154cd3256c6e69171d5371fca8f0c,classical,Classical/Orchestral
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,93,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,rap,Hip Hop/Rap
65TVwNWUoKyfvlaxLLJQGh,cowboyy,17,https://i.scdn.co/image/ab6761610000e5ebb2588e158228d000bb254398,post-punk,Rock
05fG473iIaoy82BF1aGhL8,Slipknot,82,https://i.scdn.co/image/ab6761610000e5ebd0cdb283a7384a0edb665182,nu metal,Metal
1BCUHvti8crTWtc0h0U4W4,Hiro Kone,20,https://i.scdn.co/image/ab6761610000e5eb9de0aaaf6ba56c4b2212d387,dark ambient,Ambient & Experimental Electronic
1iNNWK8bYjc5EK0waLk1J1,Flatt & Scruggs,43,https://i.scdn.co/image/02b9a077c9972ca7d79069f1485da39e82634af4,bluegrass,Country/Americana
76UMzIcqhjgf2Xr8gPdKO1,Priori,38,https://i.scdn.co/image/ab6761610000e5eb294a3cbcd8f1472b22b1995d,dub techno,Techno & Trance
4XDJurjQCnWLlE7KLZCT9x,Samuel Barber,55,https://i.scdn.co/image/706c37ad9b22c417bdbff2cc0611c1dcb54fcaa4,classical,Classical/Orchestral
6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,62,https://i.scdn.co/image/ab6761610000e5eb39b201e2a11f41de823c85e0,chillwave,Ambient & Experimental Electronic
2BGRfQgtzikz1pzAD0kaEn,Elvis Costello,56,https://i.scdn.co/image/ab6761610000e5ebbd95594d3201ab9c7b0349e6,power pop,Rock
12CNljuN6DW9e5x61FS03b,The Upsetters,52,https://i.scdn.co/image/ab67616d0000b27311d3062210cf755843b9ed4d,reggae,Reggae/Caribbean
5xk0kRuXn1zToTHpHAqpui,Joseph Williams,59,https://i.scdn.co/image/ab6761610000e5eb21f0cc7dc3f69be76f6f7c11,Rock,Rock
2UBTfUoLI07iRqGeUrwhZh,Steve Earle,62,https://i.scdn.co/image/ab6761610000e5eb9df7776d38d37e7543548cad,alt country,Country/Americana
5ixB75BQR3ADoWQkcHQJTs,Gene Autry,47,https://i.scdn.co/image/66a7fe2b2fd9388cf860f88e8636910f161be6cd,christmas,Jazz
7ENzCHnmJUr20nUjoZ0zZ1,Snarky Puppy,50,https://i.scdn.co/image/ab6761610000e5eb7fcb79b9805f93d9cedb5346,jazz fusion,Jazz
1Yox196W7bzVNZI7RBaPnf,Megadeth,72,https://i.scdn.co/image/ab6761610000e5ebd5233fdc8cad84de5b366f1b,thrash metal,Metal
0sklgkoO5JeS7YNhHS5EmH,Calibre,47,https://i.scdn.co/image/ab6761610000e5eb2c2610305135c957b47e4928,liquid funk,Bass Music
5ErUNpyxSBAdjZaKlefsUr,Humour,27,https://i.scdn.co/image/ab6761610000e5eb9122e982f78b7ce4047fb72c,post-punk,Rock
3gdbcIdNypBsYNu3iiCjtN,The B-52's,64,https://i.scdn.co/image/ab6761610000e5eb85c1d77e63082caf426f6d59,new wave,Pop
67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,81,https://i.scdn.co/image/ab6761610000e5ebc806f3e714afa21861e20248,Electronic,House & EDM
0trarQCofdcsWn0uk2WLvB,Eyal Vilner Big Band,15,https://i.scdn.co/image/ab67616d0000b2735e0998ce4064ccece7e22bef,swing music,Jazz
2QmLFuIDtNDmmJY3OtvinN,Meredith Brooks,57,https://i.scdn.co/image/f48fbdbdb7891d93959fa39c4bc65e94c489401d,Rock,Rock
2CvWN4mkeo5qpINkGALdgQ,The Baba Brooks Band,25,https://i.scdn.co/image/ab67616d0000b273c938b1c4f0eb03cd0b187b97,rocksteady,Reggae/Caribbean
4PWm0R7GT00XJa3TIFoUT4,Sky H1,25,https://i.scdn.co/image/ab6761610000e5ebe2eefa10937c4247e95d396f,idm,Ambient & Experimental Electronic
2Tk0pWxTuQgnE5nsUexrLr,Jean Knight,49,https://i.scdn.co/image/ab67616d0000b2735b221b78b425f3f4b45188d2,classic soul,R&B/Soul
1kx78nQhmITF7OFvivyN4v,Rui Da Silva,53,https://i.scdn.co/image/ab6761610000e5eb78dfaa7dd341eba1faa8f8d9,Electronic,House & EDM
13pYXGtaLO9d06VrXX4Aw0,Softcult,47,https://i.scdn.co/image/ab6761610000e5ebbcb10540cd0e9642a7f86fc5,shoegaze,Alternative/Indie
3SMAz1YMpiHkDbyKkEXDJx,Marc Benno,34,https://i.scdn.co/image/ab67616d0000b2734ba240e8754d2a786694c9a2,Rock,Rock
6LaSaTrnIFBfXIf2wPcPh7,Kid Congo & the Pink Monkey Birds,22,https://i.scdn.co/image/ab6761610000e5eba936246ad4b3cd3ab1172228,space rock,Rock
59QKG3eYCCmqC6SqUwXvSw,Ned Doheny,38,https://i.scdn.co/image/ab6761610000e5ebcf204efa9a806367cf68c632,yacht rock,Rock
53PYmJ7bACIX8gkVoTkCIr,Simon Joyner,20,https://i.scdn.co/image/ab6761610000e5ebe3321a22a9dace6692bc5188,anti-folk,Folk/Acoustic
7xYxgSJaIf7yOFLmknYX38,13th Floor Elevators,39,https://i.scdn.co/image/28a9fd41516d5ad8cd092a2afed48346612dcfa8,psychedelic rock,Rock
6DbqS0X8cSFOPGsvyze2yh,Thad Jones,41,https://i.scdn.co/image/ab67616d0000b27330c9fa6efba5a91832325953,big band,Jazz
19f168OQu5y06r89NVmS55,Doug Hream Blunt,21,https://i.scdn.co/image/18d9b6d8ce26fdab777764c6ce83e250aaff45a0,Electronic,House & EDM
0VZD1yS4vqCj6bE0eGdUoa,Fanu,18,https://i.scdn.co/image/ab6761610000e5eb903d36f08f5c99352387b8e7,jungle,Bass Music
7gJJiJlmr6z6Q4qdNNvcqO,The Etchingham Steam Band,8,https://i.scdn.co/image/ab67616d0000b27360513204046a02abdc30174a,traditional folk,Folk/Acoustic
0jw9RWBCP3zs82b9GIHvnJ,Owen Kennedy,7,https://i.scdn.co/image/ab6761610000e5ebecc3db38661e1e2def1957fb,"Folk, World, & Country",Folk/Acoustic
6pV4iyF5ocDdbIX3rXffmK,Dorothy La Bostrie,25,,,Unlisted
7H92g6n1BvyzvQwaERZKZl,Goblin,34,https://i.scdn.co/image/2cd3a03e50459899daf5cf8a7d63f99706d817b1,progressive rock,Rock
02AM03mK2DQTiDr33b87f6,Cloud 9,12,https://i.scdn.co/image/ab6761610000e5ebd1ff40dce922784961369d98,jungle,Bass Music
1kkpNi8Ii5MhBMxmUhN5g9,The Electric Prunes,39,https://i.scdn.co/image/ab67616d0000b2730483232f2c2961c731e9346e,acid rock,Rock
70S4sHnxr55YQxZ53H5guq,KMD,40,https://i.scdn.co/image/ab67616d0000b273a049672caf582b864bc98d68,Hip Hop,Hip Hop/Rap
1nyQBzKgZ2hBLr7PnyV7cI,Strawberry Alarm Clock,40,https://i.scdn.co/image/ab67616d0000b273668eef9a15023a800efdbbba,psychedelic rock,Rock
0PpCb1XlzSLLbSpgxK7FWe,Transllusion,15,https://i.scdn.co/image/ab67616d0000b2730c430e1dd6fb6539c0b77d01,idm,Ambient & Experimental Electronic
5mcarhiatlvfCghqcn73rC,The Seeds,37,https://i.scdn.co/image/ab67616d0000b273fcb35a573a3811f1a67e15a6,proto-punk,Punk/Hardcore
6tsRo8ErXzpHk3tQeH6GBW,Black Box,57,https://i.scdn.co/image/ab6761610000e5ebf067b7c3286abe822fab7242,eurodance,House & EDM
7dupCiguCFkYZRisA3foPu,Monie Love,38,https://i.scdn.co/image/db1fd9baa8ffdf82d0ef1f0e40f17cb94272d4fb,new jack swing,R&B/Soul
1USHlPahTZrCeJXS2v5pkF,Thunderclap Newman,37,https://i.scdn.co/image/ab67616d0000b2732aa39070340f902ce294caec,acid rock,Rock
4G5nGqOdBR77N7n8wxxoEx,Daniel D,1,https://i.scdn.co/image/ab67616d0000b2731f3ca26c04c853b7351dfcc9,dub techno,Techno & Trance
16VudBYGOd9sMpOtA0szfp,The Only Ones,37,https://i.scdn.co/image/faee291824122f9f51371d9e2dbedb4094cd4665,power pop,Rock
3YR92OLKlvkK5oKNekSqXe,Al Jarreau,56,https://i.scdn.co/image/ab6772690000c46c96ceaa84ab3afbae5650851d,yacht rock,Rock
2BnZSEAPhFsB1RIyeEgXmN,FU-Schnickens,35,https://i.scdn.co/image/ab67616d0000b273ecc60b5b950e2297fb9a307c,east coast hip hop,Hip Hop/Rap
760vl8PoLX5jv6PE7Lxh0C,United Sacred Harp Convention,4,,traditional folk,Folk/Acoustic
5rilpZJIb2NWJZVGtCdg6u,Shirley Collins,33,https://i.scdn.co/image/ab6761610000e5eb1315299c29199bcdd14a0a98,traditional folk,Folk/Acoustic
5xUf6j4upBrXZPg6AI4MRK,Soundgarden,72,https://i.scdn.co/image/ab6761610000e5ebafa254b2a224584485286526,grunge,Rock
4KxpqghQTX2FlkzsbG3ENk,Simo Cell,24,https://i.scdn.co/image/ab6761610000e5eb7b96aa283dd41bb3d8ff7dde,breakbeat,Garage & Breaks
5V2urhkwH9CIcojcYnvKRg,Leaders of the New School,29,https://i.scdn.co/image/ab67616d0000b273b94c9082c2c9b728cee80d0a,east coast hip hop,Hip Hop/Rap
6VeL8VhaMjHTPc5uovFl3h,The Damned,51,https://i.scdn.co/image/ab6761610000e5eb74d54a7637698345f4befc3c,punk,Punk/Hardcore
45inHjnamn5uQuuRXOnnmN,Frank & Tony,28,https://i.scdn.co/image/ab6761610000e5ebca8bd55fd5ff7b3007560388,dub techno,Techno & Trance
7pFRZzpdFnoC3XnilFWEOr,Midfield General,24,https://i.scdn.co/image/ab67616d0000b2732b86487d8202177bee3501d5,big beat,House & EDM
3OpnoUqoRIHWbsFs4Nw0NQ,Nat King Cole Trio,51,https://i.scdn.co/image/ab67616d0000b2739a79b3c34293a7474e31ef1d,vocal jazz,Jazz
2jK54ZlZhTF1TxygsVeR05,Hawkwind,41,https://i.scdn.co/image/ab6761610000e5eb7b59f34904a85204edb79eec,space rock,Rock
4FrJKQblIjEyw8rbqYHNpU,Dream Warriors,28,https://i.scdn.co/image/ab67616d0000b273378df454d3a58578ffe603ac,acid jazz,Jazz
6SXZyMIzYNNfZ3NFQc3vtv,Tubeway Army,45,https://i.scdn.co/image/ab67616d0000b27308e6ede868f9c4e9ec7f08fc,new wave,Pop
0EsoagTOBDFNYUAmYuh5TR,Music House for Children,41,https://i.scdn.co/image/ab6761610000e5eb3426505dc3903a15596f6713,lullaby,Novelty/Spoken Word
64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,78,https://i.scdn.co/image/ab6761610000e5eb6114a63659d0d5c0a801f733,grunge,Rock
38h03gA85YYPeDPd9ER9rT,The O'Jays,59,https://i.scdn.co/image/ab6761610000e5eb56ff1993c2aa3ca2c31b7a83,philly soul,R&B/Soul
1OwarW4LEHnoep20ixRA0y,Robert Plant,61,https://i.scdn.co/image/ab6761610000e5ebfa79a501274aae1d9de3a201,Rock,Rock
2qDY4ib71XUC2Lo87r6HdM,Zeitgeist Freedom Energy Exchange,25,https://i.scdn.co/image/ab6761610000e5eb2d266446fb9041529fbd64cf,nu jazz,Jazz
1UW5eP8ZIX1HKGGi5jXSB6,Homemade Weapons,17,https://i.scdn.co/image/ab6761610000e5eb0e1b5438be3228fc3dcb6fd4,drumstep,Unlisted
1cTFPzuPsiYtINcLic2qCV,Dubamine,26,https://i.scdn.co/image/ab67616d0000b27317524830454e43bf9f3f9977,dub,Reggae/Caribbean
1U5zgr455OGyIkLNXvDdrf,Traditional,64,https://i.scdn.co/image/ab6761610000e5eb8ce3e7c9e1c38c0edbe1528c,christmas,Jazz
2KofAEA8S0jDDXjSg6a3HR,Johnny Jewel,38,https://i.scdn.co/image/ab6761610000e5eba651dbb7b175aec299eac832,Electronic,House & EDM
6MFopqejpmTUUZlcRmGzgg,Todd Edwards,50,https://i.scdn.co/image/ab6761610000e5eb5f574c71c5e8c507a36fa478,uk garage,Garage & Breaks
6gMW76a7vmuyUuAivTjFGj,Ellis Marsalis,32,https://i.scdn.co/image/6d62eff1e631f393a60cfec3014df6a9838ff573,jazz,Jazz
5FgkTUuCNKDlilidPvZqOq,Scott Joplin,46,https://i.scdn.co/image/0200031aa1c6d230928dbf66363c51a3979f0ea7,ragtime,Jazz
2zyz0VJqrDXeFDIyrfVXSo,Jerry Lee Lewis,59,https://i.scdn.co/image/ab6761610000e5eb01ff3e4f94ff73cab6c4c0bb,rockabilly,Rock
41ESHLayJ5sDKjAOv6cMhe,Ana Gabriel,75,https://i.scdn.co/image/ab6761610000e5eba67b35ef27036fa201985e93,ranchera,Latin
35ajyqjK50Vy4mJW0HQHqu,Magic Castles,21,https://i.scdn.co/image/ab6761610000e5eb713b68936d68900cd8c2a203,space rock,Rock
1PRH2VLBHk1kMY2BFI0GQW,Ÿuma,40,https://i.scdn.co/image/ab6761610000e5eba4f6647db674598772d7abd7,Rock,Rock
7GRrLcUxwtQLvOpO7OHO80,Psychedelic Porn Crumpets,54,https://i.scdn.co/image/ab6761610000e5eb4fdc98ea7e02f52e86e46e13,psychedelic rock,Rock
2fMvylhnE23sAlyePKK8er,Kenny Dorham,47,https://i.scdn.co/image/ab67616d0000b273028ede8b512bcdad84b887e1,hard bop,Jazz
4iVvG04w9XBch3kxXWMuxb,Bouzouki Kings,44,https://i.scdn.co/image/ab6761610000e5eb766c8ac41ce531fb70d959c2,laïko,Unlisted
0NEsjEzTw4HTwfBG57ztlz,Harpers,4,https://i.scdn.co/image/ab6761610000e5eb7218d176caec4a82015f6477,Pop,Pop
4Aixcj6XBhqbdEHDKS7QcH,Circles Around The Sun,38,https://i.scdn.co/image/ab6761610000e5eb0351cc7de7b0c2c3d3f7837c,jam band,Rock
35o1050MVm2eGTjsIuwGDi,Heartthrob,14,https://i.scdn.co/image/ab6761610000e5eb9fdeac7552ed40aa24facce9,minimal techno,Techno & Trance
1QwvlTkLsKbaB3JT1AV245,Silent Servant,22,https://i.scdn.co/image/ab6772690000c46caf5216c990fe74b249a8de08,ebm,Ambient & Experimental Electronic
0x9L9ChXVAf3hFOb0CbRmd,Shirley Horn,46,https://i.scdn.co/image/c3fb97e0e0dc8763465e35bbc0f055c3c31ef378,vocal jazz,Jazz
6ZX4eVTPQBJ7q0cIShOmKD,Rod Modell,30,https://i.scdn.co/image/0033a4e1c99c6150fcf1e543e8c5409ff7c824c1,dub techno,Techno & Trance
4K6SrfGnkgHak2f007UkvB,Jerome Hill,14,https://i.scdn.co/image/ab67616d0000b273cd23b2c296324c96fb1818ce,acid house,House & EDM
2gClsBep1tt1rv1CN210SO,Gabriel Fauré,64,https://i.scdn.co/image/965d539c15af1d86ec4875f05ec21d32414c3e64,classical,Classical/Orchestral
0FOcXqJgJ1oq9XfzYTDZmZ,Super Furry Animals,42,https://i.scdn.co/image/ab6772690000c46c2108f2a669b8d856f4e7331c,britpop,Rock
5JXvJb6vQkSCFGCh4FCKOI,Anthony Newley,34,https://i.scdn.co/image/465f9428268fb64df48b95e382035e242ce80e4f,Stage & Screen,Soundtrack/Instrumental
3DtSOCXYU6o4EV0K1NgIKq,Art Tatum,44,https://i.scdn.co/image/cc8bf7f93f3539b5ee415b7767f5316aa228ab81,jazz,Jazz
0vkJnQS4UAUeueiikMUzvC,These Hidden Hands,8,https://i.scdn.co/image/ab6761610000e5ebda0bd0890238f783aa97ad66,idm,Ambient & Experimental Electronic
0sElgscu7tp38PM1MtsUz7,Energy 52,48,https://i.scdn.co/image/ab6761610000e5ebfd4d75199933135200b13e00,trance,Techno & Trance
5vuxY740S6HZLvrrQCAzfG,Annette Peacock,23,https://i.scdn.co/image/ab6772690000c46cff56dde0b7d9422dfc92d1d0,Jazz,Jazz
3cAGUcRbwsFHwKbJv8FT4T,Jay Reatard,35,https://i.scdn.co/image/ab6761610000e5eb5f10cd29361b6f2413d4dd1d,garage rock,Rock
